c_id;date;percent_anxiety;percent_druguse;percent_depression;percent_alcohol
MNE;1996;3.9;0.65;3.04;2.05
MNE;1997;3.9;0.65;3.04;2.04
MNE;1998;3.91;0.64;3.05;2.03
MNE;1999;3.91;0.63;3.05;2.02
MNE;2000;3.91;0.63;3.05;2.01
MNE;2001;3.92;0.63;3.05;2.01
MNE;2002;3.92;0.63;3.05;2.01
MNE;2003;3.93;0.63;3.05;2.01
MNE;2004;3.93;0.63;3.06;2
MNE;2005;3.94;0.63;3.06;2
MNE;2006;3.94;0.63;3.06;2
MNE;2007;3.94;0.64;3.05;1.99
MNE;2008;3.95;0.64;3.05;1.99
MNE;2009;3.95;0.64;3.04;1.98
MNE;2010;3.95;0.64;3.04;1.98
MNE;2011;3.95;0.64;3.04;1.98
MNE;2012;3.94;0.64;3.03;1.99
MNE;2013;3.94;0.65;3.03;1.99
MNE;2014;3.94;0.65;3.03;2
MNE;2015;3.93;0.65;3.02;2
MNE;2016;3.93;0.65;3.03;1.97
MNE;2017;3.92;0.65;3.04;1.94
MNE;2018;3.92;0.65;3.04;1.97
MNE;2019;3.93;0.65;3.03;2.03
MAR;1990;4.79;0.42;5.36;0.42
MAR;1991;4.8;0.42;5.36;0.42
MAR;1992;4.8;0.43;5.36;0.42
MAR;1993;4.81;0.43;5.36;0.42
MAR;1994;4.81;0.43;5.36;0.42
MAR;1995;4.81;0.43;5.36;0.42
MAR;1996;4.82;0.44;5.36;0.42
MAR;1997;4.82;0.44;5.36;0.42
MAR;1998;4.83;0.44;5.35;0.42
MAR;1999;4.84;0.44;5.35;0.42
MAR;2000;4.84;0.44;5.34;0.42
MAR;2001;4.84;0.44;5.34;0.42
MAR;2002;4.85;0.44;5.34;0.42
MAR;2003;4.86;0.45;5.34;0.42
MAR;2004;4.87;0.45;5.33;0.42
MAR;2005;4.87;0.45;5.33;0.42
MAR;2006;4.88;0.45;5.33;0.42
MAR;2007;4.88;0.46;5.33;0.42
MAR;2008;4.89;0.47;5.33;0.42
MAR;2009;4.9;0.48;5.33;0.42
MAR;2010;4.9;0.48;5.33;0.42
MAR;2011;4.91;0.48;5.33;0.42
MAR;2012;4.93;0.48;5.33;0.42
MAR;2013;4.94;0.49;5.33;0.42
MAR;2014;4.96;0.49;5.33;0.42
MAR;2015;4.97;0.49;5.33;0.42
MAR;2016;4.97;0.5;5.32;0.42
MAR;2017;4.97;0.5;5.32;0.42
MAR;2018;4.99;0.5;5.32;0.42
MAR;2019;5.03;0.5;5.32;0.43
MOZ;1990;3.98;0.32;4.86;1.47
MOZ;1991;3.99;0.32;4.87;1.46
MOZ;1992;3.99;0.32;4.88;1.46
MOZ;1993;3.98;0.33;4.88;1.47
MOZ;1994;3.98;0.33;4.88;1.47
MOZ;1995;3.98;0.33;4.89;1.48
MOZ;1996;3.98;0.33;4.9;1.48
MOZ;1997;3.98;0.33;4.91;1.49
MOZ;1998;3.98;0.33;4.92;1.5
MOZ;1999;3.98;0.34;4.93;1.5
MOZ;2000;3.98;0.34;4.94;1.51
MOZ;2001;3.98;0.34;4.95;1.51
MOZ;2002;3.99;0.34;4.96;1.52
MOZ;2003;3.99;0.34;4.97;1.53
MOZ;2004;3.99;0.35;4.98;1.54
MOZ;2005;3.99;0.35;4.99;1.55
MOZ;2006;4;0.35;4.99;1.55
MOZ;2007;4;0.35;5;1.56
MOZ;2008;4.01;0.35;5.01;1.56
MOZ;2009;4.01;0.36;5.02;1.57
MOZ;2010;4.02;0.36;5.02;1.58
MOZ;2011;4.03;0.36;5.02;1.58
MOZ;2012;4.04;0.36;5.03;1.6
MOZ;2013;4.06;0.36;5.03;1.61
MOZ;2014;4.07;0.37;5.04;1.62
MOZ;2015;4.08;0.37;5.04;1.63
MOZ;2016;4.09;0.37;5.04;1.63
MOZ;2017;4.11;0.37;5.04;1.63
MOZ;2018;4.11;0.37;5.06;1.64
MOZ;2019;4.11;0.37;5.09;1.66
MMR;1990;3.83;0.53;2.23;0.76
MMR;1991;3.84;0.53;2.22;0.77
MMR;1992;3.85;0.53;2.22;0.77
MMR;1993;3.85;0.53;2.21;0.77
MMR;1994;3.86;0.53;2.21;0.78
MMR;1995;3.86;0.53;2.2;0.78
MMR;1996;3.87;0.53;2.19;0.78
MMR;1997;3.87;0.54;2.18;0.78
MMR;1998;3.88;0.54;2.17;0.78
MMR;1999;3.88;0.54;2.16;0.78
MMR;2000;3.89;0.54;2.16;0.78
MMR;2001;3.89;0.54;2.16;0.78
MMR;2002;3.89;0.54;2.16;0.78
MMR;2003;3.9;0.54;2.17;0.78
MMR;2004;3.9;0.54;2.17;0.78
MMR;2005;3.91;0.53;2.17;0.78
MMR;2006;3.92;0.53;2.17;0.78
MMR;2007;3.93;0.53;2.17;0.79
MMR;2008;3.95;0.53;2.16;0.79
MMR;2009;3.96;0.52;2.16;0.79
MMR;2010;3.97;0.52;2.16;0.79
MMR;2011;3.98;0.52;2.16;0.79
MMR;2012;4;0.52;2.18;0.79
MMR;2013;4.01;0.52;2.2;0.79
MMR;2014;4.02;0.52;2.22;0.79
MMR;2015;4.03;0.52;2.23;0.78
MMR;2016;4.04;0.52;2.23;0.79
MMR;2017;4.06;0.52;2.22;0.79
MMR;2018;4.08;0.52;2.24;0.79
MMR;2019;4.09;0.52;2.26;0.8
NAM;1990;3.47;0.68;3.72;2.33
NAM;1991;3.47;0.68;3.74;2.33
NAM;1992;3.48;0.69;3.75;2.33
NAM;1993;3.49;0.69;3.77;2.34
NAM;1994;3.49;0.7;3.78;2.34
NAM;1995;3.49;0.7;3.79;2.35
NAM;1996;3.5;0.71;3.79;2.36
NAM;1997;3.5;0.72;3.79;2.37
NAM;1998;3.5;0.74;3.78;2.39
NAM;1999;3.51;0.75;3.77;2.4
NAM;2000;3.51;0.76;3.76;2.41
NAM;2001;3.51;0.76;3.76;2.4
NAM;2002;3.51;0.76;3.76;2.4
NAM;2003;3.51;0.76;3.76;2.39
NAM;2004;3.51;0.76;3.76;2.38
NAM;2005;3.51;0.75;3.75;2.37
NAM;2006;3.52;0.75;3.73;2.35
NAM;2007;3.53;0.74;3.71;2.33
NAM;2008;3.54;0.74;3.67;2.3
NAM;2009;3.55;0.73;3.64;2.27
NAM;2010;3.57;0.72;3.63;2.25
NAM;2011;3.58;0.72;3.63;2.24
NAM;2012;3.59;0.71;3.65;2.22
NAM;2013;3.61;0.71;3.68;2.21
NAM;2014;3.62;0.7;3.7;2.2
NAM;2015;3.63;0.7;3.71;2.18
NAM;2016;3.64;0.71;3.71;2.13
NAM;2017;3.65;0.72;3.71;2.08
NAM;2018;3.64;0.72;3.72;2.11
NAM;2019;3.61;0.72;3.74;2.19
NRU;1990;4.08;0.73;3.24;0.81
NRU;1991;4.08;0.73;3.24;0.81
NRU;1992;4.09;0.73;3.24;0.81
NRU;1993;4.09;0.73;3.24;0.8
NRU;1994;4.09;0.73;3.24;0.8
NRU;1995;4.09;0.73;3.24;0.8
NRU;1996;4.09;0.73;3.24;0.79
NRU;1997;4.09;0.73;3.23;0.79
NRU;1998;4.09;0.73;3.23;0.79
NRU;1999;4.09;0.73;3.22;0.79
NRU;2000;4.09;0.73;3.22;0.79
NRU;2001;4.09;0.73;3.22;0.78
NRU;2002;4.08;0.73;3.22;0.78
NRU;2003;4.08;0.72;3.23;0.78
NRU;2004;4.07;0.72;3.23;0.78
NRU;2005;4.07;0.72;3.23;0.78
NRU;2006;4.08;0.72;3.24;0.77
NRU;2007;4.1;0.72;3.24;0.77
NRU;2008;4.12;0.72;3.25;0.77
NRU;2009;4.13;0.72;3.26;0.77
NRU;2010;4.15;0.72;3.26;0.77
NRU;2011;4.16;0.72;3.26;0.77
NRU;2012;4.18;0.72;3.27;0.78
NRU;2013;4.19;0.73;3.27;0.78
NRU;2014;4.2;0.73;3.27;0.79
NRU;2015;4.21;0.73;3.28;0.79
NRU;2016;4.21;0.73;3.28;0.79
NRU;2017;4.21;0.74;3.28;0.78
NRU;2018;4.22;0.74;3.28;0.79
NRU;2019;4.24;0.74;3.29;0.79
NPL;1990;2.98;0.37;4.7;1.21
NPL;1991;2.98;0.37;4.67;1.21
NPL;1992;2.98;0.37;4.65;1.21
NPL;1993;2.99;0.37;4.64;1.21
NPL;1994;2.99;0.37;4.63;1.21
NPL;1995;2.99;0.37;4.63;1.21
NPL;1996;3;0.37;4.68;1.21
NPL;1997;3;0.38;4.79;1.21
NPL;1998;3.01;0.38;4.93;1.21
NPL;1999;3.01;0.38;5.05;1.21
NPL;2000;3.01;0.38;5.11;1.21
NPL;2001;3.02;0.38;5.13;1.21
NPL;2002;3.03;0.38;5.14;1.21
NPL;2003;3.04;0.38;5.16;1.21
NPL;2004;3.06;0.38;5.17;1.2
NPL;2005;3.07;0.38;5.19;1.2
NPL;2006;3.08;0.38;5.22;1.2
NPL;2007;3.1;0.38;5.26;1.21
NPL;2008;3.12;0.38;5.3;1.21
NPL;2009;3.15;0.38;5.34;1.22
NPL;2010;3.17;0.38;5.36;1.22
NPL;2011;3.2;0.38;5.33;1.21
NPL;2012;3.23;0.38;5.24;1.21
NPL;2013;3.27;0.38;5.13;1.21
NPL;2014;3.31;0.38;5.04;1.2
NPL;2015;3.33;0.38;5;1.2
NPL;2016;3.35;0.39;5;1.21
NPL;2017;3.36;0.39;5.01;1.21
NPL;2018;3.37;0.39;5.03;1.22
NPL;2019;3.39;0.39;5.06;1.23
NLD;1990;7.02;1.2;3.99;1.72
NLD;1991;7.21;1.2;3.97;1.76
NLD;1992;7.37;1.2;3.95;1.8
NLD;1993;7.5;1.2;3.93;1.82
NLD;1994;7.6;1.2;3.92;1.84
NLD;1995;7.64;1.2;3.91;1.85
NLD;1996;7.64;1.2;3.9;1.84
NLD;1997;7.64;1.2;3.9;1.83
NLD;1998;7.63;1.2;3.89;1.82
NLD;1999;7.62;1.2;3.89;1.79
NLD;2000;7.59;1.2;3.89;1.77
NLD;2001;7.51;1.19;3.89;1.73
NLD;2002;7.34;1.18;3.9;1.68
NLD;2003;7.14;1.16;3.92;1.62
NLD;2004;6.96;1.15;3.93;1.57
NLD;2005;6.88;1.14;3.93;1.54
NLD;2006;6.86;1.14;3.93;1.54
NLD;2007;6.85;1.13;3.93;1.54
NLD;2008;6.86;1.12;3.93;1.54
NLD;2009;6.89;1.11;3.92;1.54
NLD;2010;6.92;1.11;3.91;1.55
NLD;2011;7.02;1.11;3.89;1.56
NLD;2012;7.22;1.12;3.86;1.57
NLD;2013;7.43;1.13;3.83;1.58
NLD;2014;7.61;1.14;3.8;1.59
NLD;2015;7.69;1.15;3.79;1.61
NLD;2016;7.56;1.14;3.83;1.63
NLD;2017;7.42;1.13;3.88;1.67
NLD;2018;7.42;1.13;3.89;1.73
NLD;2019;7.45;1.15;3.9;1.81
NZL;1990;7.62;1.71;3.88;2.44
NZL;1991;7.77;1.72;3.9;2.48
NZL;1992;7.9;1.73;3.92;2.5
NZL;1993;8.02;1.75;3.93;2.51
NZL;1994;8.1;1.76;3.94;2.51
NZL;1995;8.14;1.77;3.94;2.5
NZL;1996;8.16;1.79;3.94;2.42
NZL;1997;8.17;1.81;3.94;2.24
NZL;1998;8.18;1.84;3.93;2.02
NZL;1999;8.19;1.87;3.93;1.83
NZL;2000;8.2;1.88;3.94;1.74
NZL;2001;8.21;1.9;3.96;1.73
NZL;2002;8.23;1.92;3.97;1.72
NZL;2003;8.25;1.94;3.99;1.71
NZL;2004;8.27;1.95;4.01;1.72
NZL;2005;8.29;1.97;4.03;1.73
NZL;2006;8.27;1.96;4.04;1.77
NZL;2007;8.22;1.93;4.05;1.86
NZL;2008;8.15;1.9;4.05;1.99
NZL;2009;8.1;1.87;4.05;2.14
NZL;2010;8.07;1.86;4.05;2.29
NZL;2011;8.07;1.86;4.06;2.5
NZL;2012;8.07;1.86;4.08;2.79
NZL;2013;8.07;1.85;4.1;3.08
NZL;2014;8.07;1.85;4.12;3.31
NZL;2015;8.06;1.85;4.13;3.42
NZL;2016;8.05;1.84;4.13;3.41
NZL;2017;8.05;1.84;4.13;3.4
NZL;2018;8.04;1.84;4.13;3.41
NZL;2019;8.04;1.84;4.12;3.44
NIC;1990;4.35;0.49;3.31;2.73
NIC;1991;4.35;0.48;3.33;2.68
NIC;1992;4.35;0.47;3.35;2.65
NIC;1993;4.35;0.46;3.37;2.62
NIC;1994;4.36;0.45;3.39;2.61
NIC;1995;4.36;0.45;3.4;2.61
NIC;1996;4.36;0.44;3.42;2.62
NIC;1997;4.37;0.44;3.44;2.66
NIC;1998;4.37;0.44;3.46;2.71
NIC;1999;4.38;0.44;3.47;2.75
NIC;2000;4.38;0.44;3.49;2.76
NIC;2001;4.39;0.43;3.5;2.76
NIC;2002;4.4;0.43;3.51;2.75
NIC;2003;4.41;0.42;3.51;2.74
NIC;2004;4.42;0.41;3.52;2.73
NIC;2005;4.43;0.41;3.53;2.73
NIC;2006;4.44;0.41;3.52;2.75
NIC;2007;4.45;0.4;3.51;2.79
NIC;2008;4.47;0.4;3.49;2.84
NIC;2009;4.48;0.4;3.48;2.88
NIC;2010;4.49;0.4;3.47;2.9
NIC;2011;4.51;0.4;3.46;2.9
NIC;2012;4.53;0.4;3.46;2.89
NIC;2013;4.55;0.39;3.46;2.88
NIC;2014;4.57;0.39;3.45;2.86
NIC;2015;4.59;0.39;3.45;2.85
NIC;2016;4.6;0.4;3.45;2.77
NIC;2017;4.62;0.4;3.46;2.69
NIC;2018;4.62;0.39;3.46;2.7
NIC;2019;4.63;0.38;3.45;2.76
NER;1990;2.84;0.27;4.19;0.48
NER;1991;2.84;0.27;4.19;0.47
NER;1992;2.84;0.28;4.18;0.47
NER;1993;2.84;0.28;4.18;0.47
NER;1994;2.84;0.28;4.18;0.47
NER;1995;2.84;0.28;4.19;0.47
NER;1996;2.84;0.28;4.19;0.47
NER;1997;2.84;0.28;4.2;0.47
NER;1998;2.85;0.28;4.21;0.47
NER;1999;2.85;0.28;4.22;0.47
NER;2000;2.86;0.29;4.22;0.47
NER;2001;2.86;0.29;4.23;0.47
NER;2002;2.86;0.29;4.23;0.47
NER;2003;2.86;0.29;4.23;0.47
NER;2004;2.86;0.3;4.23;0.47
NER;2005;2.87;0.3;4.24;0.47
NER;2006;2.87;0.3;4.24;0.46
NER;2007;2.87;0.3;4.23;0.46
NER;2008;2.88;0.3;4.23;0.46
NER;2009;2.88;0.3;4.23;0.46
NER;2010;2.89;0.3;4.23;0.46
NER;2011;2.9;0.3;4.23;0.46
NER;2012;2.92;0.3;4.24;0.46
NER;2013;2.94;0.3;4.24;0.46
NER;2014;2.97;0.3;4.25;0.46
NER;2015;2.99;0.3;4.25;0.46
NER;2016;3.01;0.3;4.26;0.46
NER;2017;3.03;0.3;4.27;0.46
NER;2018;3.03;0.3;4.28;0.46
NER;2019;3.02;0.3;4.3;0.47
NGA;1990;2.98;0.27;4.26;0.49
NGA;1991;2.97;0.27;4.24;0.49
NGA;1992;2.97;0.27;4.23;0.48
NGA;1993;2.97;0.27;4.22;0.48
NGA;1994;2.97;0.27;4.22;0.48
NGA;1995;2.97;0.27;4.22;0.48
NGA;1996;2.95;0.28;4.27;0.48
NGA;1997;2.93;0.28;4.38;0.48
NGA;1998;2.89;0.28;4.52;0.49
NGA;1999;2.87;0.28;4.64;0.49
NGA;2000;2.85;0.28;4.69;0.49
NGA;2001;2.85;0.28;4.7;0.49
NGA;2002;2.85;0.28;4.7;0.49
NGA;2003;2.85;0.28;4.71;0.49
NGA;2004;2.85;0.28;4.71;0.49
NGA;2005;2.86;0.28;4.72;0.49
NGA;2006;2.89;0.28;4.69;0.49
NGA;2007;2.96;0.29;4.61;0.49
NGA;2008;3.05;0.29;4.51;0.49
NGA;2009;3.12;0.29;4.4;0.5
NGA;2010;3.15;0.29;4.31;0.5
NGA;2011;3.13;0.29;4.21;0.5
NGA;2012;3.11;0.29;4.09;0.5
NGA;2013;3.07;0.29;3.98;0.5
NGA;2014;3.04;0.29;3.89;0.5
NGA;2015;3.03;0.29;3.86;0.5
NGA;2016;3.03;0.3;3.86;0.5
NGA;2017;3.04;0.3;3.87;0.49
NGA;2018;3.04;0.3;3.87;0.5
NGA;2019;3.03;0.3;3.87;0.51
NIU;1990;4.13;0.76;3.29;0.77
NIU;1991;4.13;0.76;3.29;0.78
NIU;1992;4.14;0.76;3.3;0.78
NIU;1993;4.15;0.76;3.3;0.78
NIU;1994;4.15;0.76;3.31;0.78
NIU;1995;4.15;0.76;3.3;0.78
NIU;1996;4.16;0.76;3.3;0.79
NIU;1997;4.16;0.76;3.3;0.79
NIU;1998;4.16;0.76;3.3;0.79
NIU;1999;4.16;0.76;3.3;0.79
NIU;2000;4.16;0.76;3.29;0.79
NIU;2001;4.16;0.76;3.29;0.79
NIU;2002;4.15;0.77;3.29;0.8
NIU;2003;4.13;0.77;3.29;0.8
NIU;2004;4.12;0.77;3.29;0.8
NIU;2005;4.12;0.77;3.29;0.81
NIU;2006;4.12;0.77;3.3;0.81
NIU;2007;4.14;0.78;3.3;0.81
NIU;2008;4.15;0.78;3.3;0.81
NIU;2009;4.17;0.78;3.31;0.81
NIU;2010;4.18;0.78;3.31;0.81
NIU;2011;4.18;0.78;3.31;0.81
NIU;2012;4.19;0.77;3.3;0.81
NIU;2013;4.2;0.77;3.3;0.81
NIU;2014;4.2;0.77;3.3;0.8
NIU;2015;4.21;0.77;3.29;0.8
NIU;2016;4.21;0.77;3.3;0.8
NIU;2017;4.21;0.78;3.3;0.8
NIU;2018;4.22;0.78;3.3;0.8
NIU;2019;4.23;0.78;3.3;0.81
PRK;1990;3.78;0.59;3.01;0.67
PRK;1991;3.78;0.59;3;0.67
PRK;1992;3.79;0.59;2.99;0.67
PRK;1993;3.79;0.59;2.99;0.67
PRK;1994;3.79;0.59;2.98;0.67
PRK;1995;3.78;0.59;2.97;0.68
PRK;1996;3.78;0.59;2.97;0.68
PRK;1997;3.79;0.58;2.96;0.69
PRK;1998;3.79;0.58;2.95;0.69
PRK;1999;3.79;0.57;2.95;0.7
PRK;2000;3.8;0.57;2.94;0.71
PRK;2001;3.8;0.57;2.93;0.71
PRK;2002;3.8;0.56;2.93;0.71
PRK;2003;3.81;0.56;2.92;0.72
PRK;2004;3.81;0.56;2.91;0.72
PRK;2005;3.81;0.56;2.9;0.73
PRK;2006;3.81;0.56;2.89;0.73
PRK;2007;3.8;0.56;2.87;0.74
PRK;2008;3.8;0.56;2.85;0.75
PRK;2009;3.79;0.57;2.84;0.76
PRK;2010;3.79;0.57;2.83;0.76
PRK;2011;3.79;0.57;2.83;0.77
PRK;2012;3.8;0.56;2.83;0.77
PRK;2013;3.81;0.56;2.83;0.78
PRK;2014;3.82;0.56;2.83;0.78
PRK;2015;3.82;0.56;2.83;0.79
PRK;2016;3.8;0.57;2.82;0.79
PRK;2017;3.78;0.58;2.82;0.8
PRK;2018;3.79;0.58;2.82;0.79
PRK;2019;3.82;0.58;2.83;0.79
MKD;1990;3.79;0.41;2.87;1.85
MKD;1991;3.8;0.41;2.87;1.86
MKD;1992;3.8;0.41;2.87;1.88
MKD;1993;3.8;0.41;2.86;1.89
MKD;1994;3.81;0.41;2.86;1.89
MKD;1995;3.81;0.41;2.86;1.9
MKD;1996;3.82;0.42;2.86;1.9
MKD;1997;3.81;0.42;2.85;1.89
MKD;1998;3.81;0.42;2.84;1.89
MKD;1999;3.82;0.42;2.83;1.88
MKD;2000;3.83;0.42;2.83;1.88
MKD;2001;3.83;0.42;2.82;1.87
MKD;2002;3.84;0.43;2.81;1.87
MKD;2003;3.84;0.43;2.8;1.87
MKD;2004;3.85;0.43;2.78;1.86
MKD;2005;3.85;0.44;2.78;1.86
MKD;2006;3.85;0.44;2.77;1.85
MKD;2007;3.86;0.44;2.75;1.85
MKD;2008;3.86;0.45;2.74;1.85
MKD;2009;3.86;0.45;2.73;1.84
MKD;2010;3.87;0.45;2.73;1.84
MKD;2011;3.87;0.45;2.73;1.84
MKD;2012;3.87;0.45;2.73;1.84
MKD;2013;3.87;0.45;2.73;1.84
MKD;2014;3.87;0.46;2.73;1.83
MKD;2015;3.86;0.46;2.73;1.82
MKD;2016;3.86;0.46;2.74;1.8
MKD;2017;3.85;0.46;2.74;1.78
MKD;2018;3.85;0.45;2.75;1.81
MKD;2019;3.85;0.45;2.76;1.9
MNP;1990;4.06;0.76;2.8;1.07
MNP;1991;4.08;0.76;2.8;1.06
MNP;1992;4.09;0.77;2.81;1.06
MNP;1993;4.1;0.78;2.81;1.05
MNP;1994;4.11;0.78;2.81;1.05
MNP;1995;4.12;0.79;2.81;1.04
MNP;1996;4.14;0.79;2.81;1.04
MNP;1997;4.15;0.79;2.81;1.03
MNP;1998;4.18;0.79;2.82;1.02
MNP;1999;4.2;0.78;2.81;1.01
MNP;2000;4.22;0.78;2.82;0.99
MNP;2001;4.22;0.78;2.83;0.99
MNP;2002;4.19;0.8;2.85;0.99
MNP;2003;4.17;0.8;2.86;1
MNP;2004;4.16;0.8;2.87;1
MNP;2005;4.16;0.8;2.87;0.99
MNP;2006;4.17;0.8;2.88;0.99
MNP;2007;4.18;0.8;2.88;0.99
MNP;2008;4.18;0.8;2.88;0.98
MNP;2009;4.19;0.81;2.88;0.98
MNP;2010;4.19;0.81;2.88;0.98
MNP;2011;4.19;0.81;2.89;0.98
MNP;2012;4.19;0.8;2.89;0.99
MNP;2013;4.2;0.79;2.89;0.99
MNP;2014;4.22;0.79;2.9;0.98
MNP;2015;4.22;0.79;2.9;0.97
MNP;2016;4.22;0.79;2.9;0.99
MNP;2017;4.2;0.8;2.9;1
MNP;2018;4.2;0.8;2.91;1.01
MNP;2019;4.21;0.8;2.93;1.01
NOR;1990;7.76;0.87;3.21;2.61
NOR;1991;7.76;0.91;3.25;2.45
NOR;1992;7.75;0.94;3.29;2.3
NOR;1993;7.75;0.97;3.32;2.17
NOR;1994;7.74;1;3.33;2.08
NOR;1995;7.74;1.02;3.34;2.02
NOR;1996;7.69;1.04;3.32;2
NOR;1997;7.57;1.06;3.29;1.98
NOR;1998;7.44;1.08;3.25;1.97
NOR;1999;7.32;1.1;3.22;1.95
NOR;2000;7.27;1.11;3.21;1.92
NOR;2001;7.3;1.12;3.24;1.87
NOR;2002;7.35;1.13;3.3;1.79
NOR;2003;7.41;1.14;3.37;1.71
NOR;2004;7.46;1.15;3.43;1.64
NOR;2005;7.49;1.15;3.45;1.6
NOR;2006;7.48;1.14;3.44;1.6
NOR;2007;7.47;1.12;3.41;1.6
NOR;2008;7.46;1.09;3.36;1.61
NOR;2009;7.45;1.06;3.33;1.61
NOR;2010;7.44;1.05;3.31;1.62
NOR;2011;7.43;1.05;3.32;1.63
NOR;2012;7.4;1.05;3.33;1.65
NOR;2013;7.37;1.05;3.35;1.67
NOR;2014;7.34;1.05;3.38;1.69
NOR;2015;7.32;1.04;3.41;1.69
NOR;2016;7.31;1.03;3.49;1.67
NOR;2017;7.29;1.01;3.55;1.64
NOR;2018;7.29;1.02;3.55;1.66
NOR;2019;7.3;1.05;3.51;1.71
OMN;1990;4.68;0.32;4.03;0.45
OMN;1991;4.68;0.32;4.02;0.45
OMN;1992;4.67;0.32;4.01;0.45
OMN;1993;4.68;0.32;4;0.45
OMN;1994;4.69;0.32;4;0.45
OMN;1995;4.7;0.32;4;0.45
OMN;1996;4.71;0.31;4.01;0.45
OMN;1997;4.72;0.31;4.02;0.45
OMN;1998;4.74;0.31;4.03;0.45
OMN;1999;4.77;0.32;4.06;0.45
OMN;2000;4.8;0.32;4.08;0.45
OMN;2001;4.81;0.32;4.08;0.45
OMN;2002;4.81;0.32;4.09;0.45
OMN;2003;4.83;0.32;4.1;0.45
OMN;2004;4.86;0.33;4.13;0.44
OMN;2005;4.89;0.33;4.15;0.44
OMN;2006;4.88;0.33;4.14;0.44
OMN;2007;4.85;0.34;4.12;0.45
OMN;2008;4.84;0.34;4.12;0.45
OMN;2009;4.85;0.35;4.12;0.45
OMN;2010;4.83;0.35;4.11;0.46
OMN;2011;4.77;0.36;4.07;0.46
OMN;2012;4.73;0.36;4.05;0.47
OMN;2013;4.74;0.36;4.05;0.46
OMN;2014;4.77;0.36;4.06;0.46
OMN;2015;4.79;0.36;4.07;0.46
OMN;2016;4.75;0.37;4.05;0.46
OMN;2017;4.74;0.38;4.05;0.46
OMN;2018;4.77;0.38;4.08;0.46
OMN;2019;4.8;0.38;4.13;0.46
PAK;1990;3.39;0.55;4.12;1.24
PAK;1991;3.39;0.54;4.09;1.25
PAK;1992;3.4;0.54;4.06;1.26
PAK;1993;3.4;0.53;4.04;1.28
PAK;1994;3.4;0.53;4.02;1.29
PAK;1995;3.4;0.53;4.01;1.29
PAK;1996;3.41;0.53;4.02;1.3
PAK;1997;3.41;0.53;4.03;1.31
PAK;1998;3.41;0.53;4.05;1.32
PAK;1999;3.42;0.53;4.06;1.32
PAK;2000;3.42;0.53;4.07;1.33
PAK;2001;3.43;0.53;4.07;1.33
PAK;2002;3.44;0.54;4.07;1.33
PAK;2003;3.45;0.55;4.08;1.34
PAK;2004;3.46;0.56;4.08;1.34
PAK;2005;3.47;0.56;4.07;1.34
PAK;2006;3.48;0.57;4.06;1.35
PAK;2007;3.49;0.58;4.04;1.36
PAK;2008;3.5;0.58;4.01;1.37
PAK;2009;3.52;0.59;3.98;1.38
PAK;2010;3.53;0.59;3.96;1.39
PAK;2011;3.54;0.58;3.96;1.39
PAK;2012;3.55;0.56;3.96;1.39
PAK;2013;3.56;0.54;3.97;1.39
PAK;2014;3.58;0.51;3.97;1.38
PAK;2015;3.59;0.51;3.98;1.38
PAK;2016;3.59;0.51;3.97;1.4
PAK;2017;3.59;0.52;3.97;1.41
PAK;2018;3.6;0.5;4.02;1.42
PAK;2019;3.61;0.46;4.1;1.42
PLW;1990;4.11;0.76;3.28;0.79
PLW;1991;4.12;0.76;3.28;0.79
PLW;1992;4.13;0.76;3.29;0.79
PLW;1993;4.14;0.76;3.29;0.79
PLW;1994;4.14;0.76;3.3;0.79
PLW;1995;4.13;0.76;3.29;0.79
PLW;1996;4.12;0.76;3.28;0.8
PLW;1997;4.11;0.77;3.27;0.81
PLW;1998;4.1;0.77;3.26;0.83
PLW;1999;4.09;0.78;3.25;0.84
PLW;2000;4.08;0.78;3.24;0.84
PLW;2001;4.07;0.78;3.24;0.85
PLW;2002;4.07;0.78;3.24;0.85
PLW;2003;4.07;0.78;3.24;0.85
PLW;2004;4.07;0.78;3.25;0.85
PLW;2005;4.08;0.78;3.26;0.85
PLW;2006;4.09;0.78;3.26;0.84
PLW;2007;4.11;0.78;3.26;0.84
PLW;2008;4.13;0.78;3.27;0.84
PLW;2009;4.14;0.78;3.27;0.83
PLW;2010;4.15;0.78;3.28;0.83
PLW;2011;4.16;0.77;3.27;0.83
PLW;2012;4.17;0.77;3.27;0.83
PLW;2013;4.17;0.77;3.27;0.83
PLW;2014;4.17;0.77;3.26;0.84
PLW;2015;4.16;0.77;3.26;0.84
PLW;2016;4.15;0.78;3.25;0.84
PLW;2017;4.14;0.78;3.25;0.85
PLW;2018;4.14;0.78;3.25;0.85
PLW;2019;4.15;0.78;3.25;0.86
PSE;1990;5.66;0.39;6.56;0.41
PSE;1991;5.66;0.4;6.54;0.41
PSE;1992;5.66;0.41;6.53;0.41
PSE;1993;5.66;0.41;6.53;0.41
PSE;1994;5.66;0.42;6.53;0.41
PSE;1995;5.66;0.42;6.53;0.41
PSE;1996;5.66;0.42;6.62;0.41
PSE;1997;5.67;0.42;6.81;0.41
PSE;1998;5.67;0.42;7.04;0.42
PSE;1999;5.68;0.42;7.24;0.42
PSE;2000;5.69;0.42;7.33;0.42
PSE;2001;5.69;0.42;7.35;0.42
PSE;2002;5.71;0.42;7.36;0.42
PSE;2003;5.72;0.42;7.37;0.42
PSE;2004;5.73;0.42;7.37;0.42
