c_id;date;percent_anxiety;percent_druguse;percent_depression;percent_alcohol
SEN;2018;2.94;0.33;4.07;0.47
SEN;2019;2.95;0.33;4.1;0.49
SRB;1990;3.49;0.46;3.27;2.21
SRB;1991;3.49;0.46;3.27;2.21
SRB;1992;3.49;0.46;3.26;2.22
SRB;1993;3.5;0.46;3.25;2.21
SRB;1994;3.5;0.46;3.25;2.21
SRB;1995;3.51;0.46;3.24;2.21
SRB;1996;3.52;0.46;3.24;2.2
SRB;1997;3.53;0.45;3.23;2.19
SRB;1998;3.54;0.44;3.22;2.17
SRB;1999;3.55;0.43;3.21;2.16
SRB;2000;3.55;0.43;3.19;2.15
SRB;2001;3.55;0.43;3.18;2.14
SRB;2002;3.55;0.43;3.15;2.14
SRB;2003;3.55;0.43;3.12;2.13
SRB;2004;3.55;0.43;3.1;2.13
SRB;2005;3.55;0.43;3.08;2.13
SRB;2006;3.55;0.43;3.06;2.13
SRB;2007;3.56;0.44;3.04;2.12
SRB;2008;3.56;0.44;3.03;2.11
SRB;2009;3.56;0.44;3.01;2.11
SRB;2010;3.57;0.45;3;2.11
SRB;2011;3.57;0.45;3;2.11
SRB;2012;3.57;0.45;2.99;2.12
SRB;2013;3.57;0.45;2.99;2.13
SRB;2014;3.58;0.45;2.99;2.14
SRB;2015;3.58;0.45;2.99;2.14
SRB;2016;3.58;0.46;3.01;2.11
SRB;2017;3.58;0.46;3.02;2.1
SRB;2018;3.58;0.46;3.02;2.12
SRB;2019;3.57;0.46;3.02;2.19
SYC;1990;3.82;0.9;2.92;0.74
SYC;1991;3.83;0.91;2.91;0.75
SYC;1992;3.84;0.92;2.91;0.76
SYC;1993;3.84;0.92;2.9;0.76
SYC;1994;3.85;0.93;2.89;0.77
SYC;1995;3.86;0.94;2.88;0.77
SYC;1996;3.86;0.94;2.88;0.78
SYC;1997;3.87;0.95;2.87;0.78
SYC;1998;3.87;0.95;2.86;0.78
SYC;1999;3.87;0.95;2.85;0.79
SYC;2000;3.87;0.96;2.84;0.79
SYC;2001;3.87;0.96;2.84;0.79
SYC;2002;3.87;0.96;2.83;0.79
SYC;2003;3.87;0.96;2.83;0.79
SYC;2004;3.87;0.97;2.82;0.79
SYC;2005;3.86;0.97;2.81;0.79
SYC;2006;3.86;0.97;2.8;0.79
SYC;2007;3.87;0.97;2.79;0.78
SYC;2008;3.88;0.97;2.77;0.78
SYC;2009;3.88;0.97;2.76;0.78
SYC;2010;3.89;0.97;2.76;0.78
SYC;2011;3.89;0.97;2.76;0.77
SYC;2012;3.9;0.97;2.76;0.77
SYC;2013;3.9;0.96;2.76;0.77
SYC;2014;3.91;0.96;2.76;0.76
SYC;2015;3.92;0.96;2.77;0.76
SYC;2016;3.92;0.97;2.76;0.77
SYC;2017;3.93;0.98;2.76;0.77
SYC;2018;3.94;0.98;2.77;0.78
SYC;2019;3.94;0.98;2.79;0.79
SLE;1990;3.61;0.35;4.2;0.48
SLE;1991;3.61;0.35;4.21;0.48
SLE;1992;3.61;0.35;4.22;0.49
SLE;1993;3.61;0.35;4.22;0.49
SLE;1994;3.61;0.35;4.24;0.49
SLE;1995;3.61;0.35;4.25;0.49
SLE;1996;3.62;0.35;4.27;0.49
SLE;1997;3.63;0.35;4.3;0.49
SLE;1998;3.64;0.35;4.33;0.5
SLE;1999;3.64;0.35;4.36;0.5
SLE;2000;3.64;0.35;4.38;0.5
SLE;2001;3.64;0.35;4.39;0.5
SLE;2002;3.64;0.35;4.41;0.5
SLE;2003;3.64;0.35;4.43;0.5
SLE;2004;3.64;0.35;4.44;0.5
SLE;2005;3.65;0.35;4.45;0.5
SLE;2006;3.65;0.35;4.45;0.5
SLE;2007;3.65;0.35;4.46;0.5
SLE;2008;3.65;0.35;4.46;0.5
SLE;2009;3.65;0.35;4.46;0.5
SLE;2010;3.66;0.35;4.46;0.5
SLE;2011;3.66;0.35;4.46;0.5
SLE;2012;3.67;0.35;4.46;0.5
SLE;2013;3.68;0.35;4.46;0.5
SLE;2014;3.69;0.35;4.46;0.5
SLE;2015;3.7;0.35;4.46;0.5
SLE;2016;3.72;0.36;4.46;0.5
SLE;2017;3.73;0.36;4.46;0.5
SLE;2018;3.73;0.36;4.46;0.5
SLE;2019;3.72;0.36;4.46;0.51
SGP;1990;2.99;0.81;3.07;0.69
SGP;1991;2.99;0.82;3.05;0.69
SGP;1992;2.99;0.82;3.04;0.69
SGP;1993;3;0.82;3.03;0.69
SGP;1994;3;0.82;3.01;0.69
SGP;1995;3;0.82;2.99;0.69
SGP;1996;3;0.83;2.97;0.69
SGP;1997;3;0.83;2.94;0.69
SGP;1998;3.01;0.83;2.92;0.7
SGP;1999;3.02;0.84;2.89;0.7
SGP;2000;3.03;0.84;2.86;0.7
SGP;2001;3.03;0.84;2.78;0.69
SGP;2002;3.04;0.84;2.65;0.68
SGP;2003;3.05;0.84;2.51;0.67
SGP;2004;3.05;0.84;2.38;0.66
SGP;2005;3.05;0.85;2.3;0.66
SGP;2006;3.05;0.85;2.26;0.66
SGP;2007;3.03;0.85;2.23;0.66
SGP;2008;3.01;0.86;2.21;0.67
SGP;2009;3;0.86;2.19;0.67
SGP;2010;3;0.86;2.19;0.67
SGP;2011;3;0.86;2.18;0.67
SGP;2012;2.99;0.86;2.17;0.66
SGP;2013;2.99;0.86;2.16;0.66
SGP;2014;2.99;0.86;2.15;0.66
SGP;2015;2.99;0.86;2.15;0.66
SGP;2016;2.98;0.86;2.16;0.68
SGP;2017;2.99;0.87;2.17;0.7
SGP;2018;2.99;0.86;2.18;0.71
SGP;2019;2.97;0.86;2.2;0.71
SVK;1990;3.67;0.75;3.11;2.27
SVK;1991;3.67;0.75;3.11;2.28
SVK;1992;3.68;0.76;3.11;2.28
SVK;1993;3.68;0.77;3.11;2.27
SVK;1994;3.68;0.77;3.1;2.27
SVK;1995;3.69;0.78;3.1;2.26
SVK;1996;3.69;0.79;3.1;2.25
SVK;1997;3.69;0.8;3.09;2.23
SVK;1998;3.7;0.82;3.09;2.21
SVK;1999;3.7;0.83;3.08;2.18
SVK;2000;3.71;0.84;3.07;2.17
SVK;2001;3.71;0.83;3.06;2.17
SVK;2002;3.71;0.82;3.05;2.17
SVK;2003;3.71;0.8;3.04;2.18
SVK;2004;3.71;0.79;3.03;2.18
SVK;2005;3.71;0.79;3.02;2.19
SVK;2006;3.71;0.79;3.01;2.2
SVK;2007;3.71;0.79;2.99;2.22
SVK;2008;3.71;0.79;2.97;2.24
SVK;2009;3.71;0.8;2.96;2.27
SVK;2010;3.71;0.8;2.94;2.29
SVK;2011;3.71;0.79;2.93;2.31
SVK;2012;3.71;0.79;2.92;2.35
SVK;2013;3.7;0.78;2.91;2.39
SVK;2014;3.7;0.77;2.91;2.43
SVK;2015;3.7;0.77;2.9;2.45
SVK;2016;3.69;0.79;2.9;2.41
SVK;2017;3.68;0.81;2.9;2.38
SVK;2018;3.68;0.8;2.9;2.41
SVK;2019;3.68;0.77;2.9;2.49
SVN;1990;3.64;0.84;4.02;2.35
SVN;1991;3.64;0.84;4.03;2.39
SVN;1992;3.64;0.84;4.03;2.43
SVN;1993;3.64;0.84;4.02;2.46
SVN;1994;3.64;0.84;4.02;2.48
SVN;1995;3.65;0.84;4.01;2.5
SVN;1996;3.65;0.83;4;2.5
SVN;1997;3.65;0.83;3.98;2.5
SVN;1998;3.66;0.83;3.94;2.49
SVN;1999;3.66;0.83;3.9;2.48
SVN;2000;3.67;0.84;3.87;2.48
SVN;2001;3.67;0.85;3.85;2.48
SVN;2002;3.67;0.85;3.82;2.49
SVN;2003;3.67;0.86;3.79;2.5
SVN;2004;3.68;0.86;3.75;2.51
SVN;2005;3.68;0.87;3.72;2.51
SVN;2006;3.67;0.88;3.68;2.51
SVN;2007;3.67;0.9;3.63;2.49
SVN;2008;3.67;0.92;3.57;2.48
SVN;2009;3.67;0.94;3.52;2.47
SVN;2010;3.67;0.95;3.48;2.47
SVN;2011;3.67;0.95;3.45;2.48
SVN;2012;3.67;0.95;3.43;2.52
SVN;2013;3.67;0.96;3.4;2.55
SVN;2014;3.67;0.96;3.39;2.58
SVN;2015;3.67;0.96;3.38;2.59
SVN;2016;3.66;0.97;3.38;2.56
SVN;2017;3.65;0.97;3.39;2.52
SVN;2018;3.65;0.94;3.38;2.55
SVN;2019;3.66;0.86;3.37;2.61
SLB;1990;3.96;0.7;3.14;0.7
SLB;1991;3.96;0.7;3.14;0.7
SLB;1992;3.97;0.7;3.14;0.71
SLB;1993;3.97;0.7;3.14;0.71
SLB;1994;3.98;0.7;3.14;0.71
SLB;1995;3.98;0.7;3.14;0.71
SLB;1996;3.99;0.71;3.14;0.71
SLB;1997;4;0.71;3.13;0.71
SLB;1998;4.01;0.71;3.13;0.71
SLB;1999;4.03;0.71;3.12;0.71
SLB;2000;4.03;0.72;3.12;0.71
SLB;2001;4.03;0.71;3.11;0.71
SLB;2002;4.02;0.71;3.11;0.71
SLB;2003;4.01;0.71;3.1;0.71
SLB;2004;4;0.71;3.1;0.7
SLB;2005;3.99;0.71;3.09;0.7
SLB;2006;4;0.71;3.09;0.7
SLB;2007;4.02;0.7;3.08;0.7
SLB;2008;4.03;0.7;3.08;0.7
SLB;2009;4.05;0.7;3.07;0.7
SLB;2010;4.06;0.7;3.07;0.7
SLB;2011;4.07;0.7;3.07;0.7
SLB;2012;4.09;0.7;3.07;0.7
SLB;2013;4.1;0.7;3.08;0.7
SLB;2014;4.11;0.7;3.08;0.7
SLB;2015;4.12;0.7;3.08;0.7
SLB;2016;4.12;0.71;3.08;0.69
SLB;2017;4.11;0.71;3.08;0.69
SLB;2018;4.12;0.71;3.08;0.69
SLB;2019;4.14;0.71;3.09;0.7
SOM;1990;3.37;0.33;4.92;1.26
SOM;1991;3.37;0.33;4.93;1.25
SOM;1992;3.37;0.33;4.93;1.24
SOM;1993;3.37;0.33;4.93;1.24
SOM;1994;3.37;0.33;4.93;1.23
SOM;1995;3.37;0.33;4.93;1.23
SOM;1996;3.37;0.33;4.94;1.23
SOM;1997;3.37;0.34;4.93;1.23
SOM;1998;3.37;0.34;4.93;1.23
SOM;1999;3.37;0.34;4.94;1.23
SOM;2000;3.37;0.34;4.94;1.23
SOM;2001;3.37;0.34;4.94;1.23
SOM;2002;3.37;0.34;4.94;1.23
SOM;2003;3.37;0.34;4.94;1.23
SOM;2004;3.38;0.34;4.94;1.22
SOM;2005;3.38;0.34;4.94;1.22
SOM;2006;3.38;0.34;4.94;1.21
SOM;2007;3.37;0.34;4.92;1.21
SOM;2008;3.37;0.34;4.91;1.2
SOM;2009;3.36;0.34;4.9;1.2
SOM;2010;3.36;0.34;4.9;1.19
SOM;2011;3.36;0.34;4.9;1.19
SOM;2012;3.35;0.34;4.91;1.19
SOM;2013;3.35;0.34;4.92;1.19
SOM;2014;3.34;0.34;4.92;1.19
SOM;2015;3.34;0.34;4.93;1.19
SOM;2016;3.34;0.34;4.93;1.19
SOM;2017;3.34;0.34;4.94;1.18
SOM;2018;3.34;0.34;4.94;1.19
SOM;2019;3.33;0.34;4.94;1.21
ZAF;1990;3.85;1.49;4.36;2.26
ZAF;1991;3.85;1.53;4.32;2.29
ZAF;1992;3.85;1.56;4.27;2.31
ZAF;1993;3.85;1.59;4.24;2.33
ZAF;1994;3.86;1.61;4.21;2.35
ZAF;1995;3.86;1.62;4.2;2.36
ZAF;1996;3.87;1.62;4.19;2.36
ZAF;1997;3.9;1.61;4.18;2.37
ZAF;1998;3.93;1.6;4.18;2.37
ZAF;1999;3.95;1.59;4.17;2.36
ZAF;2000;3.97;1.58;4.17;2.36
ZAF;2001;3.97;1.57;4.15;2.35
ZAF;2002;3.97;1.56;4.14;2.33
ZAF;2003;3.98;1.54;4.12;2.3
ZAF;2004;3.98;1.53;4.1;2.28
ZAF;2005;3.98;1.5;4.1;2.26
ZAF;2006;3.97;1.47;4.12;2.24
ZAF;2007;3.95;1.42;4.15;2.22
ZAF;2008;3.93;1.37;4.18;2.2
ZAF;2009;3.91;1.32;4.21;2.18
ZAF;2010;3.91;1.27;4.24;2.16
ZAF;2011;3.91;1.22;4.27;2.13
ZAF;2012;3.92;1.15;4.29;2.09
ZAF;2013;3.92;1.09;4.33;2.05
ZAF;2014;3.93;1.04;4.35;2.01
ZAF;2015;3.93;1.01;4.38;1.98
ZAF;2016;3.94;1;4.45;1.92
ZAF;2017;3.94;1;4.5;1.88
ZAF;2018;3.94;1;4.49;1.89
ZAF;2019;3.92;0.98;4.45;1.94
KOR;1990;3.42;0.81;2.08;3.26
KOR;1991;3.42;0.81;2.06;3.23
KOR;1992;3.42;0.81;2.05;3.19
KOR;1993;3.42;0.82;2.04;3.16
KOR;1994;3.43;0.82;2.03;3.12
KOR;1995;3.43;0.82;2.03;3.09
KOR;1996;3.47;0.82;2.03;3.04
KOR;1997;3.55;0.83;2.04;2.98
KOR;1998;3.64;0.83;2.04;2.92
KOR;1999;3.71;0.83;2.05;2.88
KOR;2000;3.74;0.83;2.06;2.87
KOR;2001;3.7;0.84;2.07;2.93
KOR;2002;3.63;0.84;2.08;3.07
KOR;2003;3.55;0.84;2.09;3.25
KOR;2004;3.48;0.84;2.1;3.39
KOR;2005;3.45;0.84;2.1;3.46
KOR;2006;3.47;0.84;2.11;3.46
KOR;2007;3.51;0.84;2.14;3.42
KOR;2008;3.55;0.85;2.18;3.37
KOR;2009;3.6;0.85;2.22;3.32
KOR;2010;3.64;0.85;2.24;3.29
KOR;2011;3.68;0.85;2.26;3.28
KOR;2012;3.72;0.85;2.28;3.28
KOR;2013;3.76;0.85;2.3;3.28
KOR;2014;3.79;0.85;2.31;3.28
KOR;2015;3.8;0.86;2.32;3.28
KOR;2016;3.64;0.86;2.29;3.28
KOR;2017;3.48;0.86;2.26;3.28
KOR;2018;3.48;0.87;2.26;3.04
KOR;2019;3.49;0.87;2.27;2.53
SSD;1990;4.8;0.35;4.69;1.5
SSD;1991;4.8;0.35;4.69;1.49
SSD;1992;4.8;0.35;4.69;1.49
SSD;1993;4.81;0.35;4.69;1.49
SSD;1994;4.81;0.35;4.7;1.48
SSD;1995;4.82;0.35;4.7;1.48
SSD;1996;4.82;0.35;4.7;1.47
SSD;1997;4.83;0.35;4.71;1.47
SSD;1998;4.84;0.35;4.71;1.46
SSD;1999;4.84;0.35;4.71;1.46
SSD;2000;4.85;0.35;4.72;1.45
SSD;2001;4.86;0.35;4.72;1.45
SSD;2002;4.86;0.35;4.72;1.44
SSD;2003;4.87;0.35;4.72;1.43
SSD;2004;4.88;0.35;4.72;1.43
SSD;2005;4.89;0.35;4.72;1.42
SSD;2006;4.89;0.35;4.73;1.41
SSD;2007;4.9;0.35;4.72;1.4
SSD;2008;4.91;0.35;4.72;1.39
SSD;2009;4.92;0.35;4.72;1.38
SSD;2010;4.93;0.35;4.73;1.38
SSD;2011;4.95;0.35;4.73;1.38
SSD;2012;4.98;0.35;4.74;1.38
SSD;2013;5.01;0.35;4.76;1.37
SSD;2014;5.04;0.35;4.77;1.37
SSD;2015;5.07;0.35;4.78;1.36
SSD;2016;5.1;0.35;4.8;1.35
SSD;2017;5.12;0.35;4.82;1.34
SSD;2018;5.11;0.35;4.83;1.35
SSD;2019;5.08;0.35;4.85;1.38
ESP;1990;5.04;1.46;4.47;1.88
ESP;1991;5.07;1.53;4.39;1.87
ESP;1992;5.08;1.6;4.32;1.86
ESP;1993;5.09;1.66;4.26;1.85
ESP;1994;5.09;1.71;4.22;1.85
ESP;1995;5.09;1.75;4.19;1.85
ESP;1996;5.03;1.78;4.17;1.86
ESP;1997;4.9;1.82;4.15;1.86
ESP;1998;4.74;1.86;4.14;1.87
ESP;1999;4.61;1.89;4.13;1.88
ESP;2000;4.55;1.92;4.12;1.89
ESP;2001;4.57;1.95;4.12;1.9
ESP;2002;4.65;2;4.13;1.91
ESP;2003;4.75;2.03;4.15;1.93
ESP;2004;4.87;2.06;4.18;1.94
ESP;2005;4.98;2.08;4.2;1.95
ESP;2006;5.13;2.02;4.27;1.94
ESP;2007;5.32;1.9;4.4;1.92
ESP;2008;5.52;1.74;4.56;1.9
ESP;2009;5.68;1.61;4.7;1.87
ESP;2010;5.77;1.55;4.8;1.86
ESP;2011;5.79;1.54;4.85;1.85
ESP;2012;5.82;1.56;4.9;1.84
ESP;2013;5.84;1.59;4.95;1.83
ESP;2014;5.86;1.62;4.99;1.82
ESP;2015;5.88;1.64;5.02;1.81
ESP;2016;5.88;1.64;5.06;1.8
ESP;2017;5.89;1.63;5.11;1.78
ESP;2018;5.72;1.68;5.15;1.76
ESP;2019;5.36;1.78;5.19;1.73
LKA;1990;3.91;0.62;3.47;0.94
LKA;1991;3.92;0.62;3.47;0.97
LKA;1992;3.93;0.62;3.46;0.99
LKA;1993;3.94;0.62;3.46;1.02
LKA;1994;3.95;0.62;3.45;1.04
LKA;1995;3.96;0.62;3.44;1.05
LKA;1996;3.96;0.62;3.42;1.06
LKA;1997;3.97;0.62;3.38;1.07
LKA;1998;3.98;0.62;3.32;1.07
LKA;1999;3.99;0.62;3.26;1.08
LKA;2000;4;0.62;3.22;1.08
LKA;2001;4;0.62;3.18;1.08
LKA;2002;4.01;0.62;3.15;1.07
LKA;2003;4.02;0.62;3.12;1.06
LKA;2004;4.03;0.62;3.09;1.04
LKA;2005;4.03;0.62;3.06;1.03
LKA;2006;4.04;0.62;3.04;1.02
LKA;2007;4.06;0.62;3.01;1
LKA;2008;4.07;0.61;2.98;0.98
LKA;2009;4.09;0.61;2.96;0.96
LKA;2010;4.1;0.61;2.96;0.94
LKA;2011;4.11;0.61;2.96;0.93
LKA;2012;4.13;0.61;2.97;0.91
LKA;2013;4.15;0.6;2.98;0.89
LKA;2014;4.17;0.6;2.99;0.88
LKA;2015;4.18;0.6;3;0.87
LKA;2016;4.2;0.61;3;0.87
LKA;2017;4.22;0.61;3.01;0.87
LKA;2018;4.23;0.61;3.01;0.87
LKA;2019;4.25;0.61;3.02;0.87
SDN;1990;4.8;0.27;4.64;0.46
SDN;1991;4.8;0.27;4.63;0.46
SDN;1992;4.8;0.27;4.62;0.46
SDN;1993;4.8;0.27;4.62;0.46
SDN;1994;4.79;0.27;4.61;0.45
SDN;1995;4.79;0.27;4.62;0.45
SDN;1996;4.79;0.27;4.62;0.45
SDN;1997;4.79;0.27;4.63;0.45
SDN;1998;4.79;0.27;4.64;0.45
SDN;1999;4.79;0.27;4.65;0.45
SDN;2000;4.79;0.27;4.65;0.45
SDN;2001;4.8;0.27;4.64;0.45
SDN;2002;4.8;0.28;4.63;0.44
SDN;2003;4.81;0.28;4.62;0.44
SDN;2004;4.82;0.28;4.61;0.44
SDN;2005;4.82;0.28;4.6;0.43
SDN;2006;4.82;0.29;4.6;0.43
SDN;2007;4.83;0.29;4.59;0.43
SDN;2008;4.83;0.29;4.59;0.43
SDN;2009;4.84;0.3;4.59;0.43
SDN;2010;4.84;0.3;4.59;0.43
SDN;2011;4.85;0.31;4.58;0.42
SDN;2012;4.87;0.31;4.58;0.42
SDN;2013;4.89;0.32;4.57;0.41
SDN;2014;4.91;0.32;4.56;0.41
SDN;2015;4.92;0.33;4.57;0.41
SDN;2016;4.91;0.33;4.57;0.41
SDN;2017;4.91;0.33;4.58;0.41
SDN;2018;4.92;0.33;4.59;0.41
SDN;2019;4.94;0.33;4.61;0.41
SUR;1990;4.24;0.69;4.61;1.54
SUR;1991;4.24;0.68;4.62;1.52
SUR;1992;4.23;0.69;4.63;1.5
SUR;1993;4.23;0.69;4.64;1.49
SUR;1994;4.23;0.69;4.65;1.49
SUR;1995;4.23;0.69;4.66;1.49
SUR;1996;4.22;0.69;4.68;1.5
SUR;1997;4.22;0.7;4.7;1.53
SUR;1998;4.22;0.7;4.72;1.56
SUR;1999;4.22;0.7;4.75;1.58
SUR;2000;4.22;0.7;4.78;1.59
SUR;2001;4.22;0.71;4.8;1.59
SUR;2002;4.22;0.71;4.83;1.59
SUR;2003;4.22;0.71;4.87;1.58
SUR;2004;4.23;0.71;4.89;1.57
SUR;2005;4.23;0.71;4.91;1.57
SUR;2006;4.23;0.72;4.91;1.58
SUR;2007;4.24;0.71;4.91;1.61
SUR;2008;4.25;0.71;4.92;1.65
SUR;2009;4.26;0.71;4.92;1.68
SUR;2010;4.26;0.71;4.92;1.7
SUR;2011;4.27;0.71;4.92;1.7
SUR;2012;4.28;0.71;4.92;1.7
SUR;2013;4.29;0.72;4.91;1.7
SUR;2014;4.31;0.72;4.91;1.7
SUR;2015;4.31;0.72;4.92;1.7
SUR;2016;4.31;0.72;4.92;1.65
SUR;2017;4.3;0.72;4.93;1.6
SUR;2018;4.31;0.72;4.92;1.59
SUR;2019;4.32;0.72;4.89;1.58
SWE;1990;5.15;0.66;4.57;2.9
SWE;1991;5.16;0.64;4.6;3.02
SWE;1992;5.17;0.62;4.62;3.12
SWE;1993;5.17;0.6;4.64;3.19
SWE;1994;5.18;0.6;4.65;3.23
SWE;1995;5.18;0.59;4.66;3.25
SWE;1996;5.19;0.6;4.65;3.22
SWE;1997;5.19;0.61;4.64;3.15
SWE;1998;5.2;0.62;4.62;3.05
SWE;1999;5.2;0.63;4.6;2.97
SWE;2000;5.21;0.64;4.6;2.92
SWE;2001;5.21;0.65;4.6;2.9
SWE;2002;5.22;0.68;4.6;2.89
SWE;2003;5.23;0.71;4.61;2.89
SWE;2004;5.23;0.74;4.61;2.88
SWE;2005;5.23;0.76;4.62;2.87
SWE;2006;5.23;0.76;4.62;2.86
SWE;2007;5.21;0.77;4.62;2.83
SWE;2008;5.2;0.78;4.63;2.8
SWE;2009;5.18;0.78;4.63;2.78
SWE;2010;5.18;0.79;4.63;2.78
SWE;2011;5.19;0.8;4.61;2.82
SWE;2012;5.21;0.82;4.58;2.9
SWE;2013;5.23;0.84;4.54;3
SWE;2014;5.25;0.86;4.51;3.08
SWE;2015;5.26;0.87;4.49;3.11
SWE;2016;5.25;0.87;4.49;2.74
SWE;2017;5.24;0.88;4.49;2.36
SWE;2018;5.23;0.87;4.49;2.34
SWE;2019;5.21;0.87;4.47;2.36
CHE;1990;7.08;1.85;4.82;2.87
CHE;1991;7.1;1.86;4.81;2.89
CHE;1992;7.11;1.86;4.79;2.91
CHE;1993;7.12;1.86;4.77;2.92
CHE;1994;7.13;1.86;4.75;2.93
CHE;1995;7.14;1.85;4.73;2.92
CHE;1996;7.14;1.84;4.7;2.92
CHE;1997;7.14;1.82;4.67;2.9
CHE;1998;7.14;1.79;4.64;2.89
CHE;1999;7.14;1.77;4.6;2.88
CHE;2000;7.15;1.76;4.55;2.87
CHE;2001;7.15;1.75;4.41;2.86
CHE;2002;7.16;1.74;4.15;2.87
CHE;2003;7.17;1.72;3.87;2.88
CHE;2004;7.18;1.71;3.63;2.88
CHE;2005;7.19;1.69;3.54;2.87
CHE;2006;7.24;1.68;3.6;2.84
CHE;2007;7.33;1.66;3.76;2.8
CHE;2008;7.44;1.64;3.94;2.76
CHE;2009;7.54;1.62;4.09;2.71
CHE;2010;7.58;1.62;4.15;2.69
CHE;2011;7.58;1.62;4.15;2.68
CHE;2012;7.58;1.62;4.13;2.67
CHE;2013;7.57;1.62;4.11;2.67
CHE;2014;7.57;1.63;4.1;2.66
CHE;2015;7.57;1.63;4.09;2.66
CHE;2016;7.55;1.64;4.1;2.64
CHE;2017;7.53;1.64;4.11;2.61
CHE;2018;7.51;1.6;4.11;2.58
CHE;2019;7.49;1.51;4.08;2.53
SYR;1990;5.48;0.27;4.29;0.42
SYR;1991;5.49;0.27;4.27;0.42
SYR;1992;5.5;0.27;4.26;0.42
SYR;1993;5.51;0.27;4.24;0.42
SYR;1994;5.52;0.27;4.23;0.43
SYR;1995;5.52;0.27;4.22;0.43
SYR;1996;5.52;0.27;4.21;0.43
SYR;1997;5.53;0.27;4.21;0.43
SYR;1998;5.54;0.27;4.2;0.43
SYR;1999;5.54;0.28;4.2;0.43
SYR;2000;5.55;0.28;4.2;0.43
SYR;2001;5.55;0.28;4.2;0.43
SYR;2002;5.56;0.29;4.2;0.43
SYR;2003;5.57;0.29;4.2;0.43
SYR;2004;5.58;0.29;4.19;0.43
SYR;2005;5.58;0.3;4.19;0.43
SYR;2006;5.58;0.31;4.18;0.44
SYR;2007;5.6;0.31;4.16;0.44
SYR;2008;5.62;0.32;4.14;0.44
SYR;2009;5.63;0.33;4.13;0.44
SYR;2010;5.65;0.34;4.13;0.44
SYR;2011;5.69;0.34;4.14;0.44
SYR;2012;5.74;0.35;4.16;0.43
SYR;2013;5.79;0.35;4.19;0.43
SYR;2014;5.84;0.36;4.22;0.42
SYR;2015;5.87;0.36;4.23;0.42
SYR;2016;5.87;0.38;4.24;0.42
SYR;2017;5.87;0.39;4.24;0.42
SYR;2018;5.88;0.39;4.28;0.42
SYR;2019;5.91;0.39;4.35;0.42
TWN;1990;4.16;0.6;2.62;0.47
TWN;1991;4.1;0.6;2.62;0.47
TWN;1992;4.04;0.6;2.63;0.47
TWN;1993;4;0.61;2.63;0.47
TWN;1994;3.97;0.61;2.64;0.47
TWN;1995;3.96;0.61;2.65;0.47
TWN;1996;3.97;0.62;2.65;0.47
TWN;1997;3.98;0.63;2.66;0.47
TWN;1998;4;0.64;2.68;0.47
TWN;1999;4.01;0.66;2.69;0.47
TWN;2000;4.02;0.67;2.7;0.48
TWN;2001;4.01;0.68;2.71;0.48
TWN;2002;3.99;0.68;2.72;0.49
TWN;2003;3.95;0.69;2.73;0.5
TWN;2004;3.93;0.7;2.73;0.51
TWN;2005;3.92;0.7;2.74;0.51
TWN;2006;3.91;0.7;2.74;0.53
TWN;2007;3.91;0.7;2.74;0.54
TWN;2008;3.91;0.69;2.74;0.55
TWN;2009;3.91;0.69;2.74;0.57
TWN;2010;3.91;0.68;2.75;0.58
TWN;2011;3.91;0.69;2.75;0.59
TWN;2012;3.92;0.69;2.75;0.6
TWN;2013;3.93;0.69;2.76;0.61
TWN;2014;3.93;0.69;2.77;0.61
TWN;2015;3.94;0.69;2.77;0.62
TWN;2016;3.91;0.7;2.76;0.61
TWN;2017;3.88;0.72;2.76;0.61
TWN;2018;3.9;0.72;2.76;0.62
TWN;2019;3.96;0.73;2.77;0.63
TJK;1990;2.46;0.43;3.12;2.51
TJK;1991;2.46;0.43;3.11;2.51
TJK;1992;2.46;0.43;3.09;2.51
TJK;1993;2.47;0.43;3.08;2.51
TJK;1994;2.47;0.43;3.07;2.52
TJK;1995;2.47;0.43;3.05;2.52
TJK;1996;2.47;0.43;3.04;2.54
TJK;1997;2.47;0.43;3.02;2.56
TJK;1998;2.46;0.43;3;2.58
TJK;1999;2.46;0.42;2.98;2.6
TJK;2000;2.46;0.42;2.97;2.61
TJK;2001;2.46;0.42;2.96;2.61
TJK;2002;2.47;0.43;2.96;2.61
TJK;2003;2.47;0.43;2.96;2.59
TJK;2004;2.47;0.43;2.96;2.58
TJK;2005;2.48;0.43;2.95;2.58
TJK;2006;2.48;0.43;2.94;2.59
TJK;2007;2.48;0.43;2.93;2.59
TJK;2008;2.48;0.43;2.92;2.59
TJK;2009;2.49;0.43;2.9;2.59
TJK;2010;2.49;0.43;2.9;2.59
TJK;2011;2.49;0.43;2.9;2.56
TJK;2012;2.5;0.43;2.91;2.5
TJK;2013;2.51;0.43;2.92;2.43
TJK;2014;2.52;0.43;2.93;2.37
TJK;2015;2.53;0.43;2.94;2.34
TJK;2016;2.53;0.44;2.94;2.34
TJK;2017;2.53;0.44;2.95;2.37
TJK;2018;2.53;0.44;2.96;2.4
TJK;2019;2.54;0.44;2.97;2.46
TZA;1990;3.72;0.42;4.85;1.39
TZA;1991;3.73;0.42;4.85;1.39
TZA;1992;3.73;0.42;4.84;1.38
TZA;1993;3.73;0.42;4.84;1.38
TZA;1994;3.73;0.42;4.83;1.38
TZA;1995;3.73;0.42;4.83;1.38
