c_id;date;amount_urban;amount_rural
BRB;1973;93173;149903
BRB;1974;94413;150230
BRB;1975;95645;150513
BRB;1976;96850;150734
BRB;1977;98032;150899
BRB;1978;99194;151006
BRB;1979;100313;151034
BRB;1980;101213;151175
BRB;1981;100883;152413
BRB;1982;100498;153580
BRB;1983;100082;154709
BRB;1984;99660;155833
BRB;1985;99265;156995
BRB;1986;98897;158220
BRB;1987;98545;159467
BRB;1988;98209;160761
BRB;1989;97886;162075
BRB;1990;97511;163422
BRB;1991;96923;164989
BRB;1992;96331;166559
BRB;1993;95740;168129
BRB;1994;95160;169733
BRB;1995;94590;171365
BRB;1996;94027;173020
BRB;1997;93478;174705
BRB;1998;92928;176406
BRB;1999;92366;178089
BRB;2000;91844;179667
BRB;2001;91637;180857
BRB;2002;91408;182015
BRB;2003;91171;183160
BRB;2004;90945;184338
BRB;2005;90746;185574
BRB;2006;90584;186891
BRB;2007;90441;188260
BRB;2008;90299;189647
BRB;2009;90131;190976
BRB;2010;89915;192216
BRB;2011;89707;193280
BRB;2012;89515;194183
BRB;2013;89351;194943
BRB;2014;89230;195595
BRB;2015;89162;196165
BRB;2016;89149;196649
BRB;2017;89186;197043
BRB;2018;89280;197360
BRB;2019;89430;197591
BRB;2020;89634;197737
BLR;1960;2656234;5541766
BLR;1961;2772677;5498539
BLR;1962;2895029;5456899
BLR;1963;3022385;5414847
BLR;1964;3153963;5370261
BLR;1965;3282735;5327265
BLR;1966;3415027;5281469
BLR;1967;3551335;5234313
BLR;1968;3690749;5183803
BLR;1969;3831426;5128878
BLR;1970;3978504;5061496
BLR;1971;4133823;4981753
BLR;1972;4290972;4897996
BLR;1973;4447749;4809523
BLR;1974;4602886;4714698
BLR;1975;4741013;4625987
BLR;1976;4877627;4533373
BLR;1977;5019081;4443919
BLR;1978;5167027;4357973
BLR;1979;5309728;4274272
BLR;1980;5448102;4194898
BLR;1981;5591406;4118594
BLR;1982;5734993;4041007
BLR;1983;5879814;3963186
BLR;1984;6025280;3884720
BLR;1985;6167842;3807158
BLR;1986;6312729;3730271
BLR;1987;6457896;3653104
BLR;1988;6578021;3561979
BLR;1989;6669994;3500006
BLR;1990;6723034;3466314
BLR;1991;6766199;3427851
BLR;1992;6821128;3395342
BLR;1993;6876034;3363016
BLR;1994;6907388;3319567
BLR;1995;6924262;3269569
BLR;1996;6939798;3219771
BLR;1997;6949361;3168072
BLR;1998;6956101;3115862
BLR;1999;6966778;3059960
BLR;2000;6983033;2996577
BLR;2001;6995457;2933092
BLR;2002;6998521;2867027
BLR;2003;6996348;2800401
BLR;2004;6994710;2735436
BLR;2005;6992229;2671686
BLR;2006;6993921;2611003
BLR;2007;7005597;2555356
BLR;2008;7024602;2503383
BLR;2009;7049739;2454844
BLR;2010;7081770;2402066
BLR;2011;7114020;2347623
BLR;2012;7150971;2295865
BLR;2013;7195632;2247579
BLR;2014;7246350;2202165
BLR;2015;7302153;2158923
BLR;2016;7354014;2115365
BLR;2017;7390686;2068303
BLR;2018;7418413;2020372
BLR;2019;7445754;1974004
BLR;2020;7455467;1924485
BEL;1960;8463316;690173
BEL;1961;8500111;683837
BEL;1962;8545539;675039
BEL;1963;8624158;665612
BEL;1964;8720520;657593
BEL;1965;8814176;649491
BEL;1966;8887919;639888
BEL;1967;8951328;629663
BEL;1968;9000174;618582
BEL;1969;9039007;607025
BEL;1970;9061057;594492
BEL;1971;9090451;582711
BEL;1972;9138742;572373
BEL;1973;9179915;561805
BEL;1974;9221059;551360
BEL;1975;9259701;540999
BEL;1976;9288043;530184
BEL;1977;9319769;510589
BEL;1978;9348049;491485
BEL;1979;9375266;473116
BEL;1980;9403844;455398
BEL;1981;9418778;440204
BEL;1982;9426273;430030
BEL;1983;9435379;420141
BEL;1984;9444896;410476
BEL;1985;9457075;401233
BEL;1986;9469618;392205
BEL;1987;9486775;383459
BEL;1988;9525797;375867
BEL;1989;9569207;368490
BEL;1990;9606261;361118
BEL;1991;9650427;354059
BEL;1992;9697796;347362
BEL;1993;9743821;340654
BEL;1994;9781788;333815
BEL;1995;9810102;326709
BEL;1996;9836805;319832
BEL;1997;9868070;313175
BEL;1998;9896510;306498
BEL;1999;9926274;300145
BEL;2000;9956937;294313
BEL;2001;9997106;289464
BEL;2002;10047703;285082
BEL;2003;10095562;280571
BEL;2004;10144977;276160
BEL;2005;10206487;272130
BEL;2006;10279407;268551
BEL;2007;10360589;265111
BEL;2008;10448114;261859
BEL;2009;10537701;258792
BEL;2010;10639649;255937
BEL;2011;10784163;254101
BEL;2012;10856360;250572
BEL;2013;10912673;246734
BEL;2014;10966157;242900
BEL;2015;11034732;239464
BEL;2016;11095615;235807
BEL;2017;11143219;231939
BEL;2018;11198627;228427
BEL;2019;11263911;225069
BEL;2020;11322476;221765
BLZ;1960;49742;42326
BLZ;1961;50873;43827
BLZ;1962;52017;45375
BLZ;1963;53189;46976
BLZ;1964;54410;48659
BLZ;1965;55693;50427
BLZ;1966;57047;52301
BLZ;1967;58450;54257
BLZ;1968;59830;56235
BLZ;1969;61111;58158
BLZ;1970;62269;59915
BLZ;1971;63402;61393
BLZ;1972;64397;62755
BLZ;1973;65278;64016
BLZ;1974;66084;65221
BLZ;1975;66860;66404
BLZ;1976;67588;67555
BLZ;1977;68295;68695
BLZ;1978;69064;69911
BLZ;1979;69997;71305
BLZ;1980;71169;72973
BLZ;1981;72580;74992
BLZ;1982;74216;77270
BLZ;1983;76042;79778
BLZ;1984;77942;82399
BLZ;1985;79852;85066
BLZ;1986;81780;87789
BLZ;1987;83744;90589
BLZ;1988;85655;93368
BLZ;1989;87433;96038
BLZ;1990;89023;98531
BLZ;1991;90352;100784
BLZ;1992;91447;102877
BLZ;1993;92583;105042
BLZ;1994;94057;107622
BLZ;1995;96082;110880
BLZ;1996;98741;114919
BLZ;1997;101931;119644
BLZ;1998;105437;124811
BLZ;1999;108931;130048
BLZ;2000;112274;135036
BLZ;2001;115752;139316
BLZ;2002;119029;143358
BLZ;2003;122178;147250
BLZ;2004;125345;151171
BLZ;2005;128597;155201
BLZ;2006;131964;159374
BLZ;2007;135398;163633
BLZ;2008;138874;167948
BLZ;2009;142366;172289
BLZ;2010;145844;176621
BLZ;2011;149359;180877
BLZ;2012;152932;185069
BLZ;2013;156543;189164
BLZ;2014;160198;193168
BLZ;2015;163882;197044
BLZ;2016;167603;200796
BLZ;2017;171357;204418
BLZ;2018;175155;207916
BLZ;2019;179038;211313
BLZ;2020;183005;214616
BEN;1960;225532;2206085
BEN;1961;243036;2222829
BEN;1962;262053;2240844
BEN;1963;282716;2260148
BEN;1964;305169;2280792
BEN;1965;329545;2302816
BEN;1966;356057;2326102
BEN;1967;384830;2350478
BEN;1968;416030;2375558
BEN;1969;449720;2400937
BEN;1970;486098;2426240
BEN;1971;525276;2451299
BEN;1972;567564;2475999
BEN;1973;613053;2500628
BEN;1974;662185;2525228
BEN;1975;715202;2549965
BEN;1976;772493;2574676
BEN;1977;834087;2599358
BEN;1978;900435;2623498
BEN;1979;965276;2653243
BEN;1980;1016235;2700926
BEN;1981;1070017;2750109
BEN;1982;1126941;2800776
BEN;1983;1187096;2852844
BEN;1984;1250621;2906198
BEN;1985;1317607;2960895
BEN;1986;1388168;3016336
BEN;1987;1462441;3072821
BEN;1988;1541338;3131506
BEN;1989;1625793;3194227
BEN;1990;1716832;3261657
BEN;1991;1815043;3334453
BEN;1992;1910226;3421579
BEN;1993;1995344;3526417
BEN;1994;2082660;3631555
BEN;1995;2170763;3734789
BEN;1996;2259208;3835064
BEN;1997;2348393;3933251
BEN;1998;2439229;4031046
BEN;1999;2533358;4130744
BEN;2000;2631923;4234023
BEN;2001;2735155;4341573
BEN;2002;2847832;4447568
BEN;2003;2973327;4547229
BEN;2004;3103024;4646979
BEN;2005;3236233;4745990
BEN;2006;3372952;4843941
BEN;2007;3513642;4941148
BEN;2008;3658705;5038210
BEN;2009;3808659;5136054
BEN;2010;3964235;5235019
BEN;2011;4125678;5335151
BEN;2012;4293033;5436221
BEN;2013;4466251;5538343
BEN;2014;4646154;5640685
BEN;2015;4832686;5743276
BEN;2016;5026050;5846022
BEN;2017;5226414;5948778
BEN;2018;5433800;6051235
BEN;2019;5648149;6153002
BEN;2020;5869446;6253752
BMU;1960;44400;0
BMU;1961;45500;0
BMU;1962;46600;0
BMU;1963;47700;0
BMU;1964;48900;0
BMU;1965;50100;0
BMU;1966;51000;0
BMU;1967;52000;0
BMU;1968;53000;0
BMU;1969;54000;0
BMU;1970;55000;0
BMU;1971;54600;0
BMU;1972;54200;0
BMU;1973;53800;0
BMU;1974;53400;0
BMU;1975;53000;0
BMU;1976;53200;0
BMU;1977;53400;0
BMU;1978;53600;0
BMU;1979;53800;0
BMU;1980;54670;0
BMU;1981;55050;0
BMU;1982;55449;0
BMU;1983;55930;0
BMU;1984;56423;0
BMU;1985;56898;0
BMU;1986;57382;0
BMU;1987;57849;0
BMU;1988;58347;0
BMU;1989;58841;0
BMU;1990;59326;0
BMU;1991;59021;0
BMU;1992;58595;0
BMU;1993;58910;0
BMU;1994;59320;0
BMU;1995;59746;0
BMU;1996;60129;0
BMU;1997;60497;0
BMU;1998;60943;0
BMU;1999;61285;0
BMU;2000;61833;0
BMU;2001;62504;0
BMU;2002;62912;0
BMU;2003;63325;0
BMU;2004;63740;0
BMU;2005;64154;0
BMU;2006;64523;0
BMU;2007;64888;0
BMU;2008;65273;0
BMU;2009;65636;0
BMU;2010;65124;0
BMU;2011;64564;0
BMU;2012;64798;0
BMU;2013;65001;0
BMU;2014;65138;0
BMU;2015;65237;0
BMU;2016;64554;0
BMU;2017;63873;0
BMU;2018;63919;0
BMU;2019;63913;0
BMU;2020;63903;0
BTN;1960;8029;215255
BTN;1961;8678;220171
BTN;1962;9380;225172
BTN;1963;10143;230386
BTN;1964;10980;235981
BTN;1965;11905;242088
BTN;1966;12926;248738
BTN;1967;14056;255888
BTN;1968;15294;263437
BTN;1969;16643;271243
BTN;1970;18103;279204
BTN;1971;19685;287272
BTN;1972;21398;295424
BTN;1973;23249;303737
BTN;1974;25258;312233
BTN;1975;27440;320955
BTN;1976;29814;329907
BTN;1977;32377;339047
BTN;1978;35143;348181
BTN;1979;38093;357099
BTN;1980;41225;365658
BTN;1981;44512;373595
BTN;1982;47972;380966
BTN;1983;51657;388166
BTN;1984;55675;395796
BTN;1985;60080;404184
BTN;1986;64991;413692
BTN;1987;70390;423923
BTN;1988;76068;433464
BTN;1989;81694;440479
BTN;1990;86988;443813
BTN;1991;91749;442888
BTN;1992;96011;438514
BTN;1993;100079;432511
BTN;1994;104514;427391
BTN;1995;109797;424832
BTN;1996;116178;425293
BTN;1997;123589;428124
BTN;1998;131935;432443
BTN;1999;140906;436980
BTN;2000;150224;440790
BTN;2001;159845;443798
BTN;2002;169838;446187
BTN;2003;180115;447725
BTN;2004;190589;448220
BTN;2005;200884;447860
BTN;2006;208476;448928
BTN;2007;215878;448995
BTN;2008;223217;448394
BTN;2009;230700;447629
BTN;2010;238507;446995
BTN;2011;246710;446587
BTN;2012;255172;446410
BTN;2013;263845;446390
BTN;2014;272651;446402
BTN;2015;281531;446354
BTN;2016;290468;446238
BTN;2017;299470;446093
BTN;2018;308510;445886
BTN;2019;317539;445555
BTN;2020;326515;445097
BOL;1960;1344372;2312589
BOL;1961;1381913;2347041
BOL;1962;1420685;2382311
BOL;1963;1460748;2418443
BOL;1964;1502247;2455512
BOL;1965;1545149;2493716
BOL;1966;1589601;2532916
BOL;1967;1635578;2573105
BOL;1968;1683167;2614355
BOL;1969;1732436;2656812
BOL;1970;1783557;2700447
BOL;1971;1836458;2745294
BOL;1972;1891171;2791221
BOL;1973;1947676;2838240
BOL;1974;2006036;2886258
BOL;1975;2066284;2935129
BOL;1976;2128426;2985032
BOL;1977;2219184;3009069
BOL;1978;2321951;3022995
BOL;1979;2427660;3034753
BOL;1980;2536135;3043797
BOL;1981;2646815;3050283
BOL;1982;2760185;3054159
BOL;1983;2876583;3056229
BOL;1984;2997035;3057091
BOL;1985;3121801;3057659
BOL;1986;3251410;3057719
BOL;1987;3385640;3057184
BOL;1988;3524616;3055702
BOL;1989;3667781;3053336
BOL;1990;3815272;3049567
BOL;1991;3967012;3044444
BOL;1992;4120463;3040454
BOL;1993;4247234;3065623
BOL;1994;4376660;3090132
BOL;1995;4508611;3113723
BOL;1996;4642823;3136445
BOL;1997;4779299;3158154
BOL;1998;4917892;3178869
BOL;1999;5058609;3198457
BOL;2000;5201396;3216874
BOL;2001;5346007;3234237
BOL;2002;5489006;3253816
BOL;2003;5632753;3273067
BOL;2004;5777979;3291065
BOL;2005;5924368;3307933
BOL;2006;6072091;3323358
BOL;2007;6220823;3337615
BOL;2008;6370957;3350500
BOL;2009;6522380;3362410
BOL;2010;6675283;3373314
BOL;2011;6829809;3383142
BOL;2012;6985733;3391944
BOL;2013;7137082;3405293
BOL;2014;7285464;3421053
BOL;2015;7434136;3435596
BOL;2016;7583054;3448768
BOL;2017;7732023;3460830
BOL;2018;7881917;3471223
BOL;2019;8033037;3480065
BOL;2020;8185478;3487551
BIH;1960;614166;2611498
BIH;1961;647395;2641209
BIH;1962;685299;2667929
BIH;1963;724833;2692740
BIH;1964;765519;2713480
BIH;1965;806725;2728907
BIH;1966;848310;2738320
BIH;1967;890333;2742345
BIH;1968;933086;2742362
BIH;1969;977064;2740412
BIH;1970;1022903;2737633
BIH;1971;1069057;2736229
BIH;1972;1112020;2739133
BIH;1973;1156161;2741098
BIH;1974;1201234;2740987
BIH;1975;1246860;2738247
BIH;1976;1292837;2732434
BIH;1977;1339105;2724083
BIH;1978;1386248;2714107
BIH;1979;1434928;2703888
BIH;1980;1485644;2694206
BIH;1981;1532000;2690479
BIH;1982;1561356;2703827
BIH;1983;1591039;2716868
BIH;1984;1621064;2729502
BIH;1985;1650960;2741175
BIH;1986;1682058;2753867
BIH;1987;1713415;2766101
BIH;1988;1739886;2769576
BIH;1989;1754218;2753601
BIH;1990;1751849;2711573
BIH;1991;1729289;2640031
BIH;1992;1688685;2544988
BIH;1993;1639571;2439369
BIH;1994;1594530;2341997
BIH;1995;1562903;2266146
BIH;1996;1548306;2216113
BIH;1997;1548302;2187768
BIH;1998;1559273;2175065
BIH;1999;1574791;2168562
BIH;2000;1589898;2161278
BIH;2001;1603529;2151985
BIH;2002;1617064;2142325
BIH;2003;1630152;2132027
BIH;2004;1642995;2121199
BIH;2005;1655428;2109904
BIH;2006;1667404;2098018
BIH;2007;1678242;2084549
BIH;2008;1686414;2067847
BIH;2009;1690104;2045841
BIH;2010;1688142;2017336
BIH;2011;1679673;1981500
BIH;2012;1665461;1939511
BIH;2013;1647981;1894617
BIH;2014;1631018;1851088
BIH;2015;1617733;1811629
BIH;2016;1609084;1777179
BIH;2017;1604580;1746954
BIH;2018;1603630;1720299
BIH;2019;1605143;1695855
BIH;2020;1608256;1672559
BWA;1960;15384;487349
BWA;1961;15878;496810
BWA;1962;16415;507362
BWA;1963;16987;518705
BWA;1964;18178;529692
BWA;1965;21498;538498
BWA;1966;25378;546579
BWA;1967;29929;554169
BWA;1968;35291;561655
BWA;1969;41629;569668
BWA;1970;49175;578539
BWA;1971;58159;588191
BWA;1972;64675;602421
BWA;1973;71619;618287
BWA;1974;79403;635298
BWA;1975;88102;653244
BWA;1976;97826;672156
BWA;1977;108648;691884
BWA;1978;120616;711851
BWA;1979;133714;731359
BWA;1980;147958;749902
BWA;1981;163306;767106
BWA;1982;187652;775207
BWA;1983;216388;779736
BWA;1984;248979;782460
BWA;1985;285836;783749
BWA;1986;327541;783407
BWA;1987;374200;780704
BWA;1988;425630;774443
BWA;1989;480968;763516
BWA;1990;539575;747181
BWA;1991;600717;725604
BWA;1992;633269;730272
BWA;1993;661583;737527
BWA;1994;690257;743804
BWA;1995;719616;749557
BWA;1996;749804;754920
BWA;1997;780641;759783
BWA;1998;811945;763882
BWA;1999;843325;766935
BWA;2000;874565;768768
BWA;2001;905362;769312
BWA;2002;930220;774417
BWA;2003;954416;779971
BWA;2004;979659;785874
BWA;2005;1006476;792601
BWA;2006;1035454;800457
BWA;2007;1086415;789043
BWA;2008;1138731;776905
BWA;2009;1190401;763094
BWA;2010;1240193;746913
BWA;2011;1287139;728267
BWA;2012;1320976;718575
BWA;2013;1352456;710095
BWA;2014;1386175;702444
BWA;2015;1424167;696549
BWA;2016;1467302;692623
BWA;2017;1514887;690189
BWA;2018;1565359;688708
BWA;2019;1616554;687149
BWA;2020;1666761;684864
BRA;1960;33302777;38876458
BRA;1961;35016989;39294349
BRA;1962;36802627;39711702
BRA;1963;38660040;40112607
BRA;1964;40580114;40484458
BRA;1965;42551350;40822183
BRA;1966;44575892;41120610
BRA;1967;46652819;41382996
BRA;1968;48781907;41605172
BRA;1969;50954986;41791621
BRA;1970;53176875;41936390
BRA;1971;55461937;42020991
BRA;1972;57797615;42061773
BRA;1973;60184827;42074670
BRA;1974;62641527;42064666
BRA;1975;65175661;42040548
BRA;1976;67790418;42000525
BRA;1977;70478354;41947038
BRA;1978;73245837;41875321
BRA;1979;76091694;41786718
BRA;1980;79015956;41678056
BRA;1981;82013626;41556701
BRA;1982;85085301;41413021
BRA;1983;88209012;41239803
BRA;1984;91357901;41025668
BRA;1985;94505180;40768903
BRA;1986;97647146;40461769
BRA;1987;100778357;40113249
BRA;1988;103903010;39724495
BRA;1989;107023059;39305246
BRA;1990;110146164;38857061
BRA;1991;113265896;38382111
BRA;1992;116379448;37879934
BRA;1993;119489202;37359884
BRA;1994;122608542;36824175
BRA;1995;125743636;36276253
BRA;1996;128896588;35718094
BRA;1997;132175407;35033639
BRA;1998;135456373;34328880
BRA;1999;138709640;33609034
BRA;2000;141915772;32874567
BRA;2001;144508695;32687356
BRA;2002;147005324;32532199
BRA;2003;149452653;32356591
BRA;2004;151843987;32162492
BRA;2005;154176529;31950579
BRA;2006;156447982;31719371
BRA;2007;158660054;31470391
BRA;2008;160823508;31206854
BRA;2009;162949974;30936531
BRA;2010;165055096;30658541
BRA;2011;167158531;30356010
BRA;2012;169240747;30046545
BRA;2013;171300683;29735221
BRA;2014;173346780;29416964
BRA;2015;175375428;29096331
BRA;2016;177386817;28776239
BRA;2017;179379296;28454529
BRA;2018;181335496;28133824
BRA;2019;183241634;27807885
BRA;2020;185081854;27477555
VGB;1960;985;7068
VGB;1961;1030;7134
VGB;1962;1083;7236
VGB;1963;1137;7332
VGB;1964;1198;7446
VGB;1965;1262;7574
VGB;1966;1329;7693
VGB;1967;1399;7814
VGB;1968;1476;7951
VGB;1969;1552;8069
VGB;1970;1635;8195
VGB;1971;1719;8293
VGB;1972;1810;8400
VGB;1973;1901;8490
VGB;1974;1992;8559
VGB;1975;2083;8614
VGB;1976;2173;8648
VGB;1977;2261;8662
VGB;1978;2356;8685
VGB;1979;2469;8757
VGB;1980;2609;8862
VGB;1981;2842;8979
VGB;1982;3110;9140
VGB;1983;3417;9338
VGB;1984;3760;9557
VGB;1985;4147;9804
VGB;1986;4579;10067
VGB;1987;5055;10335
VGB;1988;5568;10587
VGB;1989;6093;10774
VGB;1990;6613;10876
VGB;1991;7083;10924
VGB;1992;7304;11139
VGB;1993;7489;11294
VGB;1994;7654;11414
VGB;1995;7803;11504
VGB;1996;7937;11571
VGB;1997;8052;11608
VGB;1998;8171;11649
VGB;1999;8311;11715
VGB;2000;8486;11827
VGB;2001;8693;11982
VGB;2002;8943;12185
VGB;2003;9236;12438
VGB;2004;9581;12748
VGB;2005;9984;13122
VGB;2006;10454;13568
VGB;2007;10980;14070
VGB;2008;11522;14574
VGB;2009;12025;15010
VGB;2010;12456;15340
VGB;2011;12790;15536
VGB;2012;13038;15616
VGB;2013;13229;15621
VGB;2014;13396;15589
VGB;2015;13578;15570
VGB;2016;13784;15571
VGB;2017;13996;15571
VGB;2018;14219;15576
VGB;2019;14451;15582
VGB;2020;14669;15568
BRN;1960;35462;46245
BRN;1961;38697;46863
BRN;1962;42120;47364
BRN;1963;45760;47780
BRN;1964;49669;48150
BRN;1965;53883;48507
BRN;1966;58431;48843
BRN;1967;63307;49139
BRN;1968;68519;49378
BRN;1969;74044;49552
BRN;1970;79888;49642
BRN;1971;86032;49640
BRN;1972;90515;51500
BRN;1973;94885;53631
BRN;1974;99308;55761
BRN;1975;103758;57877
BRN;1976;108211;59962
BRN;1977;112685;62032
BRN;1978;117141;64060
BRN;1979;121558;66038
BRN;1980;125923;67957
BRN;1981;130216;69811
BRN;1982;134455;71609
BRN;1983;138694;73379
BRN;1984;143010;75166
BRN;1985;147450;76990
BRN;1986;152050;78867
BRN;1987;156779;80786
BRN;1988;161657;82748
BRN;1989;166690;84766
BRN;1990;171884;86830
BRN;1991;177255;88953
BRN;1992;183719;90169
BRN;1993;190430;91254
BRN;1994;197192;92260
BRN;1995;203950;93162
BRN;1996;210669;93951
BRN;1997;217331;94631
BRN;1998;223937;95198
BRN;1999;230532;95682
BRN;2000;237094;96072
BRN;2001;243643;96394
BRN;2002;249839;96938
BRN;2003;255860;97435
BRN;2004;261646;97788
BRN;2005;267127;97985
BRN;2006;272250;98012
BRN;2007;277071;97896
BRN;2008;281725;97693
BRN;2009;286422;97480
BRN;2010;291324;97310
BRN;2011;296486;97201
BRN;2012;301865;97132
BRN;2013;307343;97071
BRN;2014;312792;96986
BRN;2015;318086;96828
BRN;2016;323197;96594
BRN;2017;328175;96306
BRN;2018;332997;95963
BRN;2019;337720;95576
BRN;2020;342330;95153
BGR;1960;2918796;4948578
BGR;1961;3080500;4862618
BGR;1962;3244762;4768184
BGR;1963;3411401;4666744
BGR;1964;3582451;4561889
BGR;1965;3753817;4450351
BGR;1966;3900528;4357529
BGR;1967;4030377;4279849
BGR;1968;4165384;4204219
BGR;1969;4304295;4129877
BGR;1970;4440047;4049527
BGR;1971;4555020;3981375
BGR;1972;4667082;3909118
BGR;1973;4782137;3838830
BGR;1974;4905140;3773605
BGR;1975;5019834;3700908
BGR;1976;5126058;3632541
BGR;1977;5232150;3572033
BGR;1978;5317153;3496879
BGR;1979;5402887;3423053
BGR;1980;5503013;3358522
BGR;1981;5566106;3325011
BGR;1982;5627272;3290185
BGR;1983;5685942;3253796
BGR;1984;5743706;3216973
BGR;1985;5787617;3172930
BGR;1986;5822722;3135449
BGR;1987;5862424;3108935
BGR;1988;5900092;3081354
BGR;1989;5861908;3015064
BGR;1990;5786939;2931350
BGR;1991;5759256;2873111
BGR;1992;5726692;2813472
BGR;1993;5704408;2767905
BGR;1994;5704237;2739354
BGR;1995;5697800;2708267
BGR;1996;5687307;2675519
BGR;1997;5671407;2640661
BGR;1998;5652100;2604686
BGR;1999;5638810;2571814
BGR;2000;5629167;2541005
BGR;2001;5539603;2469539
BGR;2002;5448708;2388453
BGR;2003;5433321;2342006
BGR;2004;5419782;2297078
BGR;2005;5406009;2252963
BGR;2006;5391557;2209465
BGR;2007;5378166;2167172
BGR;2008;5366322;2126239
BGR;2009;5357245;2087198
BGR;2010;5347166;2048433
BGR;2011;5337678;2010650
BGR;2012;5331472;1974416
BGR;2013;5326274;1938841
BGR;2014;5320503;1903435
BGR;2015;5310996;1866995
BGR;2016;5298039;1829783
BGR;2017;5283539;1792408
BGR;2018;5269340;1755697
BGR;2019;5256027;1719734
BGR;2020;5248079;1685936
BFA;1960;226977;4602312
BFA;1961;234744;4659836
BFA;1962;242709;4717619
BFA;1963;251039;4776772
BFA;1964;259788;4839103
BFA;1965;268990;4905884
BFA;1966;278745;4977615
BFA;1967;289111;5053914
BFA;1968;299959;5134087
BFA;1969;311347;5216825
BFA;1970;323189;5301403
BFA;1971;335447;5387931
BFA;1972;348345;5476829
BFA;1973;361760;5568733
BFA;1974;375812;5664233
BFA;1975;390630;5763924
BFA;1976;418352;5855680
BFA;1977;457588;5941345
BFA;1978;500783;6030037
BFA;1979;548277;6123379
BFA;1980;600751;6222086
BFA;1981;658561;6326605
BFA;1982;722340;6435919
BFA;1983;792525;6548385
BFA;1984;869406;6661833
BFA;1985;953160;6774748
BFA;1986;1017666;6913023
BFA;1987;1064071;7076009
BFA;1988;1112727;7243586
BFA;1989;1163681;7416137
BFA;1990;1217244;7593789
BFA;1991;1273347;7776739
BFA;1992;1332276;7964834
BFA;1993;1393992;8158481
BFA;1994;1458744;8357840
BFA;1995;1526700;8563180
BFA;1996;1598127;8774607
BFA;1997;1693156;8972396
BFA;1998;1810936;9157786
BFA;1999;1936788;9345908
BFA;2000;2071323;9536628
BFA;2001;2214527;9730062
BFA;2002;2367405;9925692
BFA;2003;2530419;10124205
BFA;2004;2704757;10325819
BFA;2005;2890682;10531253
BFA;2006;3089299;10739874
BFA;2007;3277397;10974632
BFA;2008;3457080;11232645
BFA;2009;3645825;11495273
BFA;2010;3844032;11761179
BFA;2011;4051999;12029916
BFA;2012;4269915;12301337
BFA;2013;4497998;12574793
BFA;2014;4736621;12849408
BFA;2015;4985853;13124763
BFA;2016;5245964;13400386
BFA;2017;5516712;13676524
BFA;2018;5798635;13952831
BFA;2019;6092351;14229032
BFA;2020;6397866;14505412
BDI;1960;58113;2739812
BDI;1961;60329;2792109
BDI;1962;62624;2844696
BDI;1963;65010;2899406
BDI;1964;67577;2958715
BDI;1965;70985;3023393
BDI;1966;75933;3094563
BDI;1967;81363;3171852
BDI;1968;87127;3249803
BDI;1969;93063;3320846
BDI;1970;98980;3380090
BDI;1971;104841;3425159
BDI;1972;110695;3458960
BDI;1973;116662;3488458
BDI;1974;123140;3523288
BDI;1975;130456;3570423
BDI;1976;138693;3632177
